campaign_id,date,channel,campaign_name,country,segment,impressions,clicks,conversions,spend,revenue
CAMP-01787,2025-11-25,email,Pre-emptive human-resource database Email FR,France,vip,12071,2437,73,606.58,6278.49
CAMP-01719,2026-01-23,display,Mandatory object-oriented orchestration Display SP,Spain,returning,541396,1302,33,581.92,3619.34
CAMP-00101,2025-12-26,search,Integrated solution-oriented complexity Search SP,Spain,new,32783,1870,26,1239.02,2570.02
CAMP-04029,2025-06-24,search,Progressive multi-tasking throughput Search FR,France,new,40637,3585,148,1018.47,16657.86
CAMP-01706,2025-07-09,search,Versatile holistic capability Search SP,Spain,new,16152,1624,43,938.43,6376.57
CAMP-03320,2025-02-17,email,Customizable demand-driven protocol Email SP,Spain,returning,19068,4815,152,415.92,14644.57
CAMP-01050,2024-11-19,display,Enhanced contextually-based Local Area Network Display SP,Spain,returning,18516,38,1,,128.54
CAMP-01407,2025-07-19,display,Multi-layered fresh-thinking encryption Display SP,Spain,new,16920,39,0,984.65,0.0
CAMP-03626,2025-10-05,email,Object-based bifurcated knowledge user Email FR,France,returning,12458,2743,86,1061.7,11770.62
CAMP-04193,2024-10-18,display,Balanced explicit archive Display GE,Germany,new,58665,154,3,3304.57,442.0
CAMP-01254,2026-01-06,display,Self-enabling next generation frame Display FR,France,returning,35072,61,1,349.6,98.39
CAMP-04739,2025-09-18,email,Reduced client-driven open architecture Email IT,Italy,new,5434,806,31,1194.58,3768.94
CAMP-02421,2025-08-03,social,Intuitive high-level challenge Social FR,France,returning,16104,968,8,724.87,992.56
CAMP-04274,2025-10-15,email,Total context-sensitive function Email SP,Spain,returning,8892,2007,75,413.52,11239.41
CAMP-02848,2025-10-17,search,Devolved web-enabled installation Search NE,Netherlands,returning,14523,1475,36,2136.3,4089.49
CAMP-01057,2026-02-20,display,Integrated 24/7 initiative Display FR,France,new,42645,87,2,2043.25,268.45
CAMP-02073,2025-03-20,search,Down-sized eco-centric algorithm Search SP,Spain,new,72710,6213,131,616.18,18818.83
CAMP-01727,2024-09-03,email,Exclusive encompassing portal Email FR,France,returning,8573,660,19,4131.57,2344.97
CAMP-04253,2025-09-11,email,Multi-layered intermediate project Email SP,Spain,returning,5918,404,2,1741.13,288.04
CAMP-03362,2024-10-30,search,Balanced didactic orchestration Search SP,Spain,returning,68039,6574,300,1639.97,44178.61
CAMP-01296,2025-03-08,display,Up-sized tangible contingency Display SP,Spain,returning,68413,90,4,579.09,519.38
CAMP-03593,2025-04-07,email,Centralized uniform workforce Email IT,Italy,vip,7662,1348,27,2033.12,2252.4
CAMP-03489,2025-08-07,social,Robust mission-critical array Social FR,France,new,19194,708,16,2636.47,1386.69
CAMP-01293,2025-07-28,social,Persistent scalable initiative Social NE,Netherlands,new,12569,786,27,900.83,3250.57
CAMP-00590,2025-06-30,display,Proactive 3rdgeneration attitude Display IT,Italy,returning,6786,17,0,1395.84,0.0
CAMP-04117,2024-05-25,social,Persevering grid-enabled challenge Social SP,,returning,3848,143,4,1387.32,463.55
CAMP-02838,2025-11-19,search,Networked 3rdgeneration hardware Search FR,France,vip,20613,1686,61,412.63,7422.57
CAMP-04611,2024-07-25,email,Function-based foreground core Email GE,Germany,returning,10402,2234,103,918.2,14848.23
CAMP-00932,2025-05-17,email,Cross-group zero administration workforce Email IT,Italy,vip,15361,2697,83,831.45,7607.39
CAMP-01171,2024-08-23,search,Multi-tiered eco-centric moratorium Search SP,,vip,17120,1565,73,,10269.63
CAMP-03168,2025-07-12,search,Right-sized optimal function Search SP,,vip,19293,1583,39,,5466.51
CAMP-01700,2025-09-07,email,Monitored client-server alliance Email IT,Italy,new,9355,271,8,1759.58,913.06
CAMP-02620,2025-05-12,social,Fundamental 24/7 monitoring Social SP,Spain,vip,13544,520,20,1840.45,2866.97
CAMP-00684,2024-08-04,email,Digitized background system engine Email GE,Germany,new,13068,2546,103,1158.3,15418.05
CAMP-00231,2024-06-18,search,Focused even-keeled parallelism Search SP,Spain,new,88128,4850,175,582.86,25881.42
CAMP-04606,2024-10-19,social,Profit-focused responsive implementation Social NE,Netherlands,returning,11865,657,15,1944.4,1804.14
CAMP-03409,2025-05-13,social,Compatible optimal standardization Social NE,Netherlands,new,6927,306,6,1290.29,833.9
CAMP-04323,2025-10-10,email,Up-sized systemic focus group Email SP,Spain,vip,17182,2721,59,897.8,6684.64
CAMP-04047,2024-11-24,email,Function-based human-resource portal Email NE,Netherlands,returning,13178,998,28,489.51,3879.23
CAMP-02408,2025-04-13,display,Proactive incremental website Display GE,Germany,new,13373,22,0,922.89,0.0
CAMP-02338,2026-03-25,email,Multi-channeled optimal emulation Email SP,Spain,returning,19442,4306,129,342.86,14133.84
CAMP-04052,2026-03-22,search,Synergistic fault-tolerant infrastructure Search GE,Germany,new,34118,3242,97,196.47,12495.52
CAMP-00297,2025-05-02,display,Right-sized solution-oriented challenge Display SP,Spain,returning,27120,40,0,337.03,0.0
CAMP-04750,2025-06-05,display,Enterprise-wide well-modulated contingency Display FR,France,new,71814,141,2,781.39,252.6
CAMP-03781,2024-08-10,display,Secured responsive circuit Display NE,Netherlands,vip,91135,102,2,1146.89,283.33
CAMP-01174,2025-02-24,display,Proactive high-level initiative Display NE,Netherlands,returning,105525,247,6,1518.87,825.56
CAMP-03128,2024-10-12,social,Programmable encompassing moderator Social FR,France,vip,15593,755,18,1051.03,1677.23
CAMP-03036,2024-07-21,search,Triple-buffered high-level hierarchy Search IT,,vip,49534,3021,132,694.41,14306.56
CAMP-00743,2025-03-22,display,Synchronized real-time Internet solution Display GE,Germany,vip,13147,28,0,747.72,0.0
CAMP-03941,2025-02-17,display,Switchable modular intranet Display IT,Italy,new,27661,87,2,1346.84,245.91
CAMP-03869,2025-01-11,email,Object-based global application Email FR,France,vip,10846,2377,116,1313.37,12040.88
CAMP-00506,2025-05-26,email,Up-sized foreground encoding Email NE,Netherlands,vip,7294,1257,41,1228.8,4525.64
CAMP-04601,2025-12-07,display,Switchable stable toolset Display IT,Italy,vip,15498,48,0,1019.19,0.0
CAMP-04259,2025-04-11,display,Secured systemic superstructure Display GE,,vip,15812,20,0,600.59,0.0
CAMP-01486,2025-01-31,display,De-engineered object-oriented solution Display NE,Netherlands,vip,28609,28,0,871.13,0.0
CAMP-01420,2026-01-28,display,Down-sized fault-tolerant process improvement Display SP,Spain,vip,11622,20,0,2236.31,0.0
CAMP-03099,2024-12-15,search,Enhanced bi-directional focus group Search IT,Italy,vip,27262,941,57,,5759.5
CAMP-00706,2026-02-06,social,Monitored non-volatile info-mediaries Social IT,Italy,vip,30999,1357,40,665.97,4964.26
CAMP-04726,2024-05-26,social,Integrated 3rdgeneration model Social GE,Germany,returning,18711,878,32,1545.56,3052.13
CAMP-00334,2025-02-02,email,Multi-channeled multimedia knowledge user Email NE,Netherlands,returning,8604,1828,41,807.33,4227.72
CAMP-00469,2024-12-04,search,Cross-platform national emulation Search FR,France,new,31216,3187,91,2715.4,10449.33
CAMP-03451,2025-04-02,email,Synergistic empowering circuit Email IT,Italy,new,37006,10985,336,1525.91,46783.38
CAMP-03106,2026-05-06,search,Reduced needs-based artificial intelligence Search FR,France,vip,24628,1966,32,3162.9,4624.91
CAMP-01435,2024-11-29,display,Seamless scalable analyzer Display NE,Netherlands,new,20268,38,1,672.55,121.96
CAMP-00150,2025-12-07,display,Seamless exuding superstructure Display FR,France,vip,22064,38,0,1165.02,0.0
CAMP-04032,2024-09-19,search,User-centric client-driven artificial intelligence Search SP,Spain,returning,25682,2860,100,1230.9,8144.39
CAMP-00415,2026-04-09,display,De-engineered intangible definition Display NE,Netherlands,new,94007,227,7,2084.1,603.42
CAMP-01306,2025-02-05,search,Reduced tertiary policy Search GE,Germany,new,17421,1661,60,594.29,5722.84
CAMP-02630,2025-04-26,display,Synchronized transitional flexibility Display GE,Germany,vip,34731,65,1,1054.09,128.2
CAMP-01127,2025-03-22,search,Vision-oriented local flexibility Search IT,Italy,new,7988,698,12,864.03,1445.58
CAMP-03693,2026-04-18,social,User-friendly dynamic utilization Social SP,Spain,vip,10630,479,19,1005.12,2615.8
CAMP-00013,2026-03-06,email,Diverse intangible Graphic Interface Email SP,Spain,returning,6158,710,27,2474.38,3836.83
CAMP-00094,2025-08-08,email,Future-proofed background Graphical User Interface Email NE,Netherlands,returning,6180,1275,47,921.11,5319.33
CAMP-03658,2025-05-12,display,Face-to-face zero tolerance utilization Display NE,Netherlands,returning,32365,36,1,3404.54,119.55
CAMP-01542,2025-04-10,display,Reduced 3rdgeneration time-frame Display IT,Italy,returning,499378,1160,41,1567.34,4948.52
CAMP-04373,2024-06-14,email,Universal systematic archive Email SP,Spain,new,10610,1160,45,1321.93,5036.71
CAMP-03760,2024-10-30,display,Universal encompassing moderator Display IT,Italy,returning,9299,13,0,1694.5,0.0
CAMP-03734,2025-04-30,display,Team-oriented web-enabled hardware Display FR,France,vip,22497,66,2,834.88,286.76
CAMP-03768,2024-05-28,social,Down-sized empowering software Social GE,Germany,returning,12128,395,11,1213.14,1397.32
CAMP-02903,2024-07-13,display,Re-contextualized exuding emulation Display FR,France,new,103988,172,5,1051.24,657.51
CAMP-00734,2024-07-25,search,Synergistic hybrid help-desk Search FR,France,new,90595,3480,63,1284.5,7120.37
CAMP-03498,2024-12-18,social,Multi-tiered actuating focus group Social IT,Italy,returning,5113,213,8,3832.21,968.03
CAMP-04126,2025-05-06,search,Multi-layered background standardization Search NE,Netherlands,vip,68813,5766,49,888.76,6072.45
CAMP-01785,2025-05-24,email,Digitized neutral adapter Email GE,Germany,returning,2570,465,19,1504.91,1893.18
CAMP-02182,2024-07-17,display,Configurable regional application Display IT,Italy,vip,42170,47,1,2131.09,124.37
CAMP-00417,2025-09-04,search,Progressive full-range hub Search NE,Netherlands,vip,19265,1398,15,1246.35,1280.71
CAMP-02317,2024-10-20,display,Fundamental value-added model Display SP,Spain,new,93725,237,5,1346.78,629.91
CAMP-04326,2024-10-03,search,Grass-roots national initiative Search IT,Italy,vip,59835,5758,232,546.13,29990.91
CAMP-04178,2024-10-03,social,Triple-buffered coherent analyzer Social NE,Netherlands,vip,28651,1500,26,759.18,3745.44
CAMP-00334,2025-02-02,email,Multi-channeled multimedia knowledge user Email NE,Netherlands,returning,8604,1828,41,807.33,4227.72
CAMP-01095,2025-08-13,social,Fully-configurable 6thgeneration adapter Social IT,,vip,7537,198,5,704.0,600.3
CAMP-00747,2026-04-05,social,Progressive client-server infrastructure Social FR,France,vip,32256,1733,35,2006.77,4955.39
CAMP-03900,2026-03-16,email,Upgradable regional instruction set Email GE,Germany,returning,36728,4409,166,594.5,17317.23
CAMP-03980,2024-07-09,email,Multi-lateral executive challenge Email NE,Netherlands,returning,5946,958,24,521.6,3535.8
CAMP-02688,2026-05-09,display,Organized mobile system engine Display SP,,vip,18247,27,0,3276.76,0.0
CAMP-03018,2024-12-29,social,Universal responsive function Social NE,Netherlands,returning,7939,366,7,1026.57,855.61
CAMP-01993,2025-07-21,email,Phased analyzing installation Email FR,France,returning,18564,3445,69,,7808.37
CAMP-04905,2024-11-13,social,Ergonomic directional process improvement Social SP,Spain,vip,13015,153,5,1176.14,515.78
CAMP-02652,2026-04-05,social,Organic demand-driven matrices Social IT,Italy,returning,15259,598,17,619.19,1869.38
CAMP-02851,2025-03-04,display,Secured zero-defect capacity Display IT,Italy,vip,56935,127,4,1374.48,434.24
CAMP-02859,2025-01-12,search,Multi-channeled well-modulated contingency Search NE,Netherlands,vip,166153,14651,386,945.18,34653.03
CAMP-03528,2025-07-10,display,Future-proofed didactic secured line Display GE,Germany,returning,42139,60,1,703.05,139.54
CAMP-04243,2026-02-20,search,Switchable coherent approach Search IT,Italy,returning,35994,4092,200,1281.3,23129.84
CAMP-03683,2025-10-18,email,Quality-focused neutral middleware Email SP,Spain,vip,30714,7740,241,1280.13,32713.61
CAMP-00133,2026-04-27,social,User-centric analyzing system engine Social IT,Italy,new,11960,417,8,406.3,940.94
CAMP-02414,2026-05-11,email,Function-based logistical architecture Email NE,Netherlands,vip,23457,3850,164,1386.84,18026.91
CAMP-03635,2024-07-09,search,Ergonomic executive process improvement Search GE,Germany,new,59521,6507,170,1011.23,23900.34
CAMP-01483,2025-06-03,social,Enterprise-wide motivating parallelism Social GE,Germany,vip,2547,112,2,1209.57,299.58
CAMP-00430,2024-11-14,email,Multi-tiered zero administration Internet solution Email NE,Netherlands,vip,12760,3662,167,494.3,21588.09
CAMP-04806,2026-04-20,social,Compatible executive customer loyalty Social SP,Spain,vip,71273,1524,36,1583.62,3884.89
CAMP-04740,2026-02-08,email,Networked holistic intranet Email IT,Italy,returning,11421,2460,98,2454.01,12439.18
CAMP-01908,2024-11-22,email,Front-line multi-state moderator Email GE,Germany,new,10662,1678,30,2808.85,4156.59
CAMP-00288,2026-01-22,display,Persistent cohesive info-mediaries Display SP,Spain,vip,33837,86,3,2272.62,427.97
CAMP-03275,2025-08-07,display,Intuitive web-enabled service-desk Display FR,France,vip,80151,133,5,1196.86,667.15
CAMP-03654,2025-01-31,display,Persevering maximized middleware Display FR,France,returning,53501,85,1,1624.33,139.28
CAMP-03923,2024-10-17,search,Assimilated national software Search FR,France,new,43020,3476,119,1232.47,10502.38
CAMP-04164,2024-05-19,display,Organic human-resource forecast Display GE,Germany,new,23673,46,1,1696.47,145.74
CAMP-03108,2024-05-31,email,Enhanced well-modulated productivity Email SP,Spain,new,50690,7596,213,660.4,31087.41
CAMP-02095,2025-12-21,social,Sharable interactive knowledgebase Social GE,Germany,vip,24832,1524,24,1062.64,3423.11
CAMP-02437,2025-08-28,email,Down-sized global moderator Email FR,France,new,9413,1964,38,,4156.77
CAMP-01871,2025-07-13,search,Organized exuding solution Search IT,Italy,new,30324,3638,84,758.63,9221.54
CAMP-02695,2025-05-09,display,Enhanced maximized instruction set Display FR,France,returning,55261,81,1,1050.45,131.06
CAMP-02971,2024-09-08,email,Visionary asynchronous encryption Email NE,Netherlands,new,37527,3823,101,722.22,11033.57
CAMP-04976,2026-01-08,display,Monitored encompassing website Display NE,,returning,54059,70,2,1784.69,273.81
CAMP-03545,2024-08-11,search,Fully-configurable client-driven challenge Search IT,Italy,new,53326,5182,129,1312.27,12765.65
CAMP-04895,2024-06-12,display,Robust client-server productivity Display GE,Germany,new,76747,151,7,1185.66,1048.89
CAMP-03725,2025-03-29,display,Vision-oriented value-added help-desk Display FR,France,returning,13374,28,0,,0.0
CAMP-00438,2024-11-23,display,Total analyzing firmware Display FR,France,vip,42354,80,1,469.88,84.07
CAMP-03874,2024-09-22,display,Assimilated multi-tasking focus group Display IT,Italy,returning,6763,5,0,1438.27,0.0
CAMP-00585,2025-06-15,search,Open-architected multi-tasking open architecture Search NE,Netherlands,returning,53404,4744,161,344.95,22348.02
CAMP-02300,2025-12-13,search,Assimilated system-worthy architecture Search NE,Netherlands,new,46489,3340,71,499.87,6757.29
CAMP-01439,2024-11-12,display,Multi-layered encompassing architecture Display NE,Netherlands,vip,77454,157,5,829.06,677.19
CAMP-04577,2025-10-14,email,Configurable transitional Graphic Interface Email SP,Spain,returning,15128,2582,107,1469.34,14358.06
CAMP-03872,2025-10-03,search,Seamless full-range capability Search GE,Germany,new,60086,4797,213,1803.5,23469.74
CAMP-00712,2026-03-29,search,Innovative 24/7 service-desk Search SP,Spain,vip,28717,1298,43,2264.27,4502.84
CAMP-02852,2025-03-22,display,Integrated 5thgeneration superstructure Display GE,Germany,vip,35174,73,1,1413.1,148.63
CAMP-04485,2024-07-16,search,Quality-focused homogeneous task-force Search SP,Spain,new,8807,917,18,,2382.78
CAMP-02417,2024-09-13,display,Compatible reciprocal Graphical User Interface Display FR,France,returning,252948,561,22,1221.48,1786.78
CAMP-04553,2025-09-11,social,Streamlined modular installation Social GE,Germany,vip,10786,277,5,363.99,472.26
CAMP-02322,2025-03-30,email,Persevering homogeneous Local Area Network Email FR,France,returning,11272,2637,92,735.04,12721.23
CAMP-03008,2025-12-12,social,Organic reciprocal infrastructure Social IT,Italy,vip,28443,1373,9,1106.92,992.19
CAMP-02132,2025-06-01,display,Pre-emptive multi-state parallelism Display IT,Italy,returning,36901,38,1,1201.02,82.46
CAMP-04735,2024-11-24,email,Fundamental solution-oriented hierarchy Email IT,Italy,vip,14005,2591,51,797.91,5077.94
CAMP-02670,2025-03-21,social,Phased static service-desk Social IT,Italy,new,7057,350,13,1260.21,1868.72
CAMP-00587,2025-05-22,social,Implemented methodical portal Social SP,Spain,returning,31978,1255,49,880.15,5315.34
CAMP-02373,2024-08-08,search,Multi-channeled static conglomeration Search GE,Germany,new,21726,681,23,1272.99,1920.13
CAMP-01535,2026-04-15,display,Automated methodical projection Display IT,Italy,returning,19776,47,1,785.9,128.7
CAMP-00735,2024-10-28,social,Quality-focused high-level hierarchy Social NE,Netherlands,vip,57935,3425,126,673.55,10302.26
